Id,Jid,entity,label
4872,Q12948178,http://www.wikidata.org/entity/Q12948178,Bernard Benezet
4873,Q129493,http://www.wikidata.org/entity/Q129493,Golden Legend
4874,Q12950902,http://www.wikidata.org/entity/Q12950902,parforce hunting
4875,Q12958119,http://www.wikidata.org/entity/Q12958119,Latona
4876,Q1296,http://www.wikidata.org/entity/Q1296,Ghent
4877,Q1296941,http://www.wikidata.org/entity/Q1296941,Egbert van der Poel
4878,Q129757,http://www.wikidata.org/entity/Q129757,thigh
4879,Q129772,http://www.wikidata.org/entity/Q129772,Xenophon
4880,Q12981547,http://www.wikidata.org/entity/Q12981547,India ink
4881,Q129857,http://www.wikidata.org/entity/Q129857,Francis I of France
4882,Q129866,http://www.wikidata.org/entity/Q129866,Minotaur
4883,Q12992,http://www.wikidata.org/entity/Q12992,Oudenaarde
4884,Q12994,http://www.wikidata.org/entity/Q12994,Bruges
4885,Q1299477,http://www.wikidata.org/entity/Q1299477,aerostat
4886,Q12995,http://www.wikidata.org/entity/Q12995,Kortrijk
4887,Q12996,http://www.wikidata.org/entity/Q12996,Ostend
4888,Q130039,http://www.wikidata.org/entity/Q130039,Cornelis Saftleven
4889,Q130201,http://www.wikidata.org/entity/Q130201,Papaver rhoeas
4890,Q130223,http://www.wikidata.org/entity/Q130223,griffin
4891,Q130283,http://www.wikidata.org/entity/Q130283,Macbeth
4892,Q1302990,http://www.wikidata.org/entity/Q1302990,Marie-Victoire Jaquotot
4893,Q13049940,http://www.wikidata.org/entity/Q13049940,pliers
4894,Q130511,http://www.wikidata.org/entity/Q130511,François Lafon
4895,Q130514,http://www.wikidata.org/entity/Q130514,Luxor
4896,Q130531,http://www.wikidata.org/entity/Q130531,Hieronymus Bosch
4897,Q1306009,http://www.wikidata.org/entity/Q1306009,Frank Myers Boggs
4898,Q1306697,http://www.wikidata.org/entity/Q1306697,Pont d'Argenteuil
4899,Q130693,http://www.wikidata.org/entity/Q130693,porcelain
4900,Q1306964,http://www.wikidata.org/entity/Q1306964,Philip Mazzei
4901,Q130704,http://www.wikidata.org/entity/Q130704,Denial of Peter
4902,Q1307214,http://www.wikidata.org/entity/Q1307214,form of government
4903,Q1307353,http://www.wikidata.org/entity/Q1307353,octavo
4904,Q130759,http://www.wikidata.org/entity/Q130759,Christoph Willibald von Gluck
4905,Q130768,http://www.wikidata.org/entity/Q130768,smoke
4906,Q13077250,http://www.wikidata.org/entity/Q13077250,Judith and Holofernes
4907,Q130832,http://www.wikidata.org/entity/Q130832,Perseus
4908,Q130890,http://www.wikidata.org/entity/Q130890,Oedipus
4909,Q1309,http://www.wikidata.org/entity/Q1309,Maastricht
4910,Q130912,http://www.wikidata.org/entity/Q130912,scythe
4911,Q130918,http://www.wikidata.org/entity/Q130918,Dahlia
4912,Q130949,http://www.wikidata.org/entity/Q130949,skiing
4913,Q13099279,http://www.wikidata.org/entity/Q13099279,André Bricka
4914,Q13099283,http://www.wikidata.org/entity/Q13099283,Frédéric Théodore Lix
4915,Q13099287,http://www.wikidata.org/entity/Q13099287,Heinrich Beecke
4916,Q13099289,http://www.wikidata.org/entity/Q13099289,Jacques Gachot
4917,Q130994,http://www.wikidata.org/entity/Q130994,Colmar
4918,Q13099586,http://www.wikidata.org/entity/Q13099586,pear
4919,Q13099631,http://www.wikidata.org/entity/Q13099631,liturgical furniture
4920,Q1310,http://www.wikidata.org/entity/Q1310,Arnhem
4921,Q131013,http://www.wikidata.org/entity/Q131013,Acropolis of Athens
4922,Q131018,http://www.wikidata.org/entity/Q131018,François Rabelais
4923,Q131068,http://www.wikidata.org/entity/Q131068,Book of Esther
4924,Q13107390,http://www.wikidata.org/entity/Q13107390,Jan van der Vucht
4925,Q13107489,http://www.wikidata.org/entity/Q13107489,The Harvest
4926,Q131087,http://www.wikidata.org/entity/Q131087,valkyrie
4927,Q1310896,http://www.wikidata.org/entity/Q1310896,cannabis smoking
4928,Q1311,http://www.wikidata.org/entity/Q1311,winter
4929,Q131125,http://www.wikidata.org/entity/Q131125,Hebe
4930,Q131128,http://www.wikidata.org/entity/Q131128,Braunau am Inn
4931,Q131132,http://www.wikidata.org/entity/Q131132,Benedictines
4932,Q1311350,http://www.wikidata.org/entity/Q1311350,L'Illustration
4933,Q131157,http://www.wikidata.org/entity/Q131157,Clytemnestra
4934,Q131195,http://www.wikidata.org/entity/Q131195,Constantius Chlorus
4935,Q1312,http://www.wikidata.org/entity/Q1312,spring
4936,Q1312086,http://www.wikidata.org/entity/Q1312086,Jacques Auguste de Thou
4937,Q131221,http://www.wikidata.org/entity/Q131221,futurism
4938,Q131263,http://www.wikidata.org/entity/Q131263,barracks
4939,Q1313,http://www.wikidata.org/entity/Q1313,summer
4940,Q131316,http://www.wikidata.org/entity/Q131316,Ark of the Covenant
4941,Q131329,http://www.wikidata.org/entity/Q131329,Arras
4942,Q1313351,http://www.wikidata.org/entity/Q1313351,Louis II de la Trémoille
4943,Q131346,http://www.wikidata.org/entity/Q131346,Pandora
4944,Q131351,http://www.wikidata.org/entity/Q131351,Antigone
4945,Q1313696,http://www.wikidata.org/entity/Q1313696,river ice break-up
4946,Q13137792,http://www.wikidata.org/entity/Q13137792,Siebe Johannes ten Cate
4947,Q131386,http://www.wikidata.org/entity/Q131386,Battle of Alesia
4948,Q1314,http://www.wikidata.org/entity/Q1314,autumn
4949,Q1314013,http://www.wikidata.org/entity/Q1314013,The Intervention of the Sabine Women
4950,Q131405,http://www.wikidata.org/entity/Q131405,Louis Daguerre
4951,Q131436,http://www.wikidata.org/entity/Q131436,board game
4952,Q131445,http://www.wikidata.org/entity/Q131445,Jocasta
4953,Q13147,http://www.wikidata.org/entity/Q13147,skull
4954,Q1314747,http://www.wikidata.org/entity/Q1314747,Pierre de Montreuil
4955,Q131479,http://www.wikidata.org/entity/Q131479,Dominican Order
4956,Q131512,http://www.wikidata.org/entity/Q131512,farmer
4957,Q131514,http://www.wikidata.org/entity/Q131514,couch
4958,Q131538,http://www.wikidata.org/entity/Q131538,Hydrochoerus hydrochaeris
4959,Q131552,http://www.wikidata.org/entity/Q131552,Catherine de' Medici
4960,Q131557,http://www.wikidata.org/entity/Q131557,amulet
4961,Q131559,http://www.wikidata.org/entity/Q131559,shield
4962,Q131569,http://www.wikidata.org/entity/Q131569,treaty
4963,Q131574,http://www.wikidata.org/entity/Q131574,Vltava
4964,Q131585,http://www.wikidata.org/entity/Q131585,Selene
4965,Q131588,http://www.wikidata.org/entity/Q131588,Ganymede
4966,Q131596,http://www.wikidata.org/entity/Q131596,farm
4967,Q131647,http://www.wikidata.org/entity/Q131647,medallion
4968,Q1316673,http://www.wikidata.org/entity/Q1316673,Reverse glass painting
4969,Q1316736,http://www.wikidata.org/entity/Q1316736,treadwheel crane
4970,Q131696,http://www.wikidata.org/entity/Q131696,towel
4971,Q131704,http://www.wikidata.org/entity/Q131704,sandal
4972,Q131706,http://www.wikidata.org/entity/Q131706,Maria Theresa of Austria
4973,Q131737,http://www.wikidata.org/entity/Q131737,Book of Tobit
4974,Q131746,http://www.wikidata.org/entity/Q131746,perfume
4975,Q1317634,http://www.wikidata.org/entity/Q1317634,cauldron
4976,Q131774,http://www.wikidata.org/entity/Q131774,adolescence
4977,Q13179,http://www.wikidata.org/entity/Q13179,raspberry
4978,Q13180,http://www.wikidata.org/entity/Q13180,Rubus subg. Rubus
4979,Q131808,http://www.wikidata.org/entity/Q131808,mannerism
4980,Q13184,http://www.wikidata.org/entity/Q13184,berry
4981,Q1318740,http://www.wikidata.org/entity/Q1318740,light bulb
4982,Q13189,http://www.wikidata.org/entity/Q13189,peach
4983,Q13189320,http://www.wikidata.org/entity/Q13189320,justice
4984,Q13191,http://www.wikidata.org/entity/Q13191,orange
4985,Q1319378,http://www.wikidata.org/entity/Q1319378,Musée des Arts décoratifs
4986,Q131959,http://www.wikidata.org/entity/Q131959,Philippe de Chabot
4987,Q131969,http://www.wikidata.org/entity/Q131969,Battle of Thermopylae
4988,Q132,http://www.wikidata.org/entity/Q132,Sunday
4989,Q132001,http://www.wikidata.org/entity/Q132001,Epiphany
4990,Q13202263,http://www.wikidata.org/entity/Q13202263,peach
4991,Q132041,http://www.wikidata.org/entity/Q132041,key
4992,Q1320546,http://www.wikidata.org/entity/Q1320546,weight
4993,Q1320718,http://www.wikidata.org/entity/Q1320718,Theseus
4994,Q1321,http://www.wikidata.org/entity/Q1321,Spanish
4995,Q1321267,http://www.wikidata.org/entity/Q1321267,egg tempera
4996,Q132137,http://www.wikidata.org/entity/Q132137,icon
4997,Q1321619,http://www.wikidata.org/entity/Q1321619,Rodin Museum
4998,Q13217656,http://www.wikidata.org/entity/Q13217656,Juliette Dubufe
4999,Q13219075,http://www.wikidata.org/entity/Q13219075,pieuvre
5000,Q13219637,http://www.wikidata.org/entity/Q13219637,cellist
5001,Q1322134,http://www.wikidata.org/entity/Q1322134,gulf
5002,Q13221881,http://www.wikidata.org/entity/Q13221881,"Faust, Part One"
5003,Q13222088,http://www.wikidata.org/entity/Q13222088,pomegranate
5004,Q13228,http://www.wikidata.org/entity/Q13228,cream
5005,Q1323314,http://www.wikidata.org/entity/Q1323314,bag
5006,Q1323635,http://www.wikidata.org/entity/Q1323635,Petit Pont
5007,Q132379,http://www.wikidata.org/entity/Q132379,Scarabaeoidea
5008,Q132397,http://www.wikidata.org/entity/Q132397,pitcher
5009,Q132404,http://www.wikidata.org/entity/Q132404,Bourges
5010,Q1324045,http://www.wikidata.org/entity/Q1324045,Magdalenefjorden
5011,Q1324463,http://www.wikidata.org/entity/Q1324463,Nautilus
5012,Q1324547,http://www.wikidata.org/entity/Q1324547,Léonard Charner
5013,Q1324926,http://www.wikidata.org/entity/Q1324926,Musée des Beaux-Arts et d'Archéologie de Besançon
5014,Q1325045,http://www.wikidata.org/entity/Q1325045,toucan
5015,Q132510,http://www.wikidata.org/entity/Q132510,market
5016,Q132539,http://www.wikidata.org/entity/Q132539,rosary
5017,Q132543,http://www.wikidata.org/entity/Q132543,Diana
5018,Q132545,http://www.wikidata.org/entity/Q132545,Henry II of France
5019,Q132548,http://www.wikidata.org/entity/Q132548,Francis II of France
5020,Q132557,http://www.wikidata.org/entity/Q132557,Crataegus
5021,Q132582,http://www.wikidata.org/entity/Q132582,Pan
5022,Q132612,http://www.wikidata.org/entity/Q132612,Catholic Mass
5023,Q1326621,http://www.wikidata.org/entity/Q1326621,electric light
5024,Q132671,http://www.wikidata.org/entity/Q132671,Pau
5025,Q132716,http://www.wikidata.org/entity/Q132716,Leo XI
5026,Q132754,http://www.wikidata.org/entity/Q132754,Erbil
5027,Q13276,http://www.wikidata.org/entity/Q13276,cake
5028,Q132781,http://www.wikidata.org/entity/Q132781,torture
5029,Q132783,http://www.wikidata.org/entity/Q132783,Hermitage Museum
5030,Q1327886,http://www.wikidata.org/entity/Q1327886,Musée Marmottan Monet
5031,Q1328068,http://www.wikidata.org/entity/Q1328068,truss
5032,Q132821,http://www.wikidata.org/entity/Q132821,murder
5033,Q132851,http://www.wikidata.org/entity/Q132851,admiral
5034,Q1328537,http://www.wikidata.org/entity/Q1328537,Battle of Ourique
5035,Q1329076,http://www.wikidata.org/entity/Q1329076,pont Saint-Michel
5036,Q133001,http://www.wikidata.org/entity/Q133001,Paul III
5037,Q133006,http://www.wikidata.org/entity/Q133006,Asian elephant
5038,Q133036,http://www.wikidata.org/entity/Q133036,lithography
5039,Q133067,http://www.wikidata.org/entity/Q133067,mosaic
5040,Q133069,http://www.wikidata.org/entity/Q133069,Bourg-en-Bresse
5041,Q133105,http://www.wikidata.org/entity/Q133105,leg
5042,Q133132,http://www.wikidata.org/entity/Q133132,Paris Commune
5043,Q133182,http://www.wikidata.org/entity/Q133182,superstition
5044,Q133212,http://www.wikidata.org/entity/Q133212,tumor
5045,Q133215,http://www.wikidata.org/entity/Q133215,casino
5046,Q133279,http://www.wikidata.org/entity/Q133279,back
5047,Q13329,http://www.wikidata.org/entity/Q13329,Piacenza
5048,Q133337,http://www.wikidata.org/entity/Q133337,Solon
5049,Q133350,http://www.wikidata.org/entity/Q133350,Sixtus V
5050,Q133372,http://www.wikidata.org/entity/Q133372,Charles VII of France
5051,Q1333792,http://www.wikidata.org/entity/Q1333792,Girolamo Muziano
5052,Q1334300,http://www.wikidata.org/entity/Q1334300,gilding
5053,Q1334726,http://www.wikidata.org/entity/Q1334726,Girolamo di Benvenuto
5054,Q133492,http://www.wikidata.org/entity/Q133492,letter
5055,Q133507,http://www.wikidata.org/entity/Q133507,Elijah
5056,Q1335445,http://www.wikidata.org/entity/Q1335445,Order of the Holy Spirit
5057,Q1335907,http://www.wikidata.org/entity/Q1335907,olifant
5058,Q13360264,http://www.wikidata.org/entity/Q13360264,pie
5059,Q1336030,http://www.wikidata.org/entity/Q1336030,Luis Tristán
5060,Q13360570,http://www.wikidata.org/entity/Q13360570,milliarium
5061,Q13360578,http://www.wikidata.org/entity/Q13360578,thatched cottage
5062,Q13365963,http://www.wikidata.org/entity/Q13365963,Descent from the Cross
5063,Q13369744,http://www.wikidata.org/entity/Q13369744,Category:Mona Lisa
5064,Q133704,http://www.wikidata.org/entity/Q133704,Martin of Tours
5065,Q13372,http://www.wikidata.org/entity/Q13372,Carrara
5066,Q1337275,http://www.wikidata.org/entity/Q1337275,Valentin de Boulogne
5067,Q133732,http://www.wikidata.org/entity/Q133732,Discobolus
5068,Q13375,http://www.wikidata.org/entity/Q13375,Pisa
5069,Q13376,http://www.wikidata.org/entity/Q13376,Pistoia
5070,Q133780,http://www.wikidata.org/entity/Q133780,plague
5071,Q133792,http://www.wikidata.org/entity/Q133792,globe
5072,Q13381324,http://www.wikidata.org/entity/Q13381324,Musée Pincé
5073,Q13381689,http://www.wikidata.org/entity/Q13381689,discus thrower
5074,Q1338174,http://www.wikidata.org/entity/Q1338174,Emmanuel Benner
5075,Q1338441,http://www.wikidata.org/entity/Q1338441,"Emmanuel-Théodose de La Tour d'Auvergne, Cardinal de Bouillon"
5076,Q1338709,http://www.wikidata.org/entity/Q1338709,Marc-René de Voyer de Paulmy d'Argenson
5077,Q1339195,http://www.wikidata.org/entity/Q1339195,station building
5078,Q1339790,http://www.wikidata.org/entity/Q1339790,Lucas van Valckenborch
5079,Q13403,http://www.wikidata.org/entity/Q13403,barrière de Clichy
5080,Q1340307,http://www.wikidata.org/entity/Q1340307,toddler
5081,Q13405482,http://www.wikidata.org/entity/Q13405482,Musée d'art Hôtel Sarret de Grozon
5082,Q13408027,http://www.wikidata.org/entity/Q13408027,Francesco Bordoni
5083,Q13408083,http://www.wikidata.org/entity/Q13408083,Vigor Boucquet
5084,Q1340927,http://www.wikidata.org/entity/Q1340927,Cierp-Gaud
5085,Q1341141,http://www.wikidata.org/entity/Q1341141,Burgalays
5086,Q13413655,http://www.wikidata.org/entity/Q13413655,Le cimetière du Père-Lachaise
5087,Q1341429,http://www.wikidata.org/entity/Q1341429,rescue
5088,Q134154,http://www.wikidata.org/entity/Q134154,Amazons
5089,Q1341719,http://www.wikidata.org/entity/Q1341719,François-Léon Benouville
5090,Q134194,http://www.wikidata.org/entity/Q134194,fresco painting
5091,Q13422510,http://www.wikidata.org/entity/Q13422510,Aline Chassériau
5092,Q13422881,http://www.wikidata.org/entity/Q13422881,razor
5093,Q1342328,http://www.wikidata.org/entity/Q1342328,Michiel Sweerts
5094,Q1342645,http://www.wikidata.org/entity/Q1342645,Alexandre-Théodore Brongniart
5095,Q134267,http://www.wikidata.org/entity/Q134267,plant stem
5096,Q1342809,http://www.wikidata.org/entity/Q1342809,Giovanni Francesco Grimaldi
5097,Q134287,http://www.wikidata.org/entity/Q134287,Tarsus
5098,Q1342924,http://www.wikidata.org/entity/Q1342924,Hendrick Dubbels
5099,Q1342949,http://www.wikidata.org/entity/Q1342949,Otakar Kubín
5100,Q1343039,http://www.wikidata.org/entity/Q1343039,Sardanapalus
5101,Q1343042,http://www.wikidata.org/entity/Q1343042,Hermenegildo Anglada Camarasa
5102,Q134307,http://www.wikidata.org/entity/Q134307,portrait
5103,Q13430821,http://www.wikidata.org/entity/Q13430821,crowd
5104,Q134309,http://www.wikidata.org/entity/Q134309,Charles IX of France
5105,Q1343122,http://www.wikidata.org/entity/Q1343122,Ligier Richier
5106,Q134313,http://www.wikidata.org/entity/Q134313,barbarian
5107,Q13433027,http://www.wikidata.org/entity/Q13433027,Baigneuses (Bathers)
5108,Q13437048,http://www.wikidata.org/entity/Q13437048,goblet holder
5109,Q134388,http://www.wikidata.org/entity/Q134388,Saturn
5110,Q1344,http://www.wikidata.org/entity/Q1344,opera
5111,Q1344011,http://www.wikidata.org/entity/Q1344011,Cornix
5112,Q134452,http://www.wikidata.org/entity/Q134452,Charles VIII of France
5113,Q1344948,http://www.wikidata.org/entity/Q1344948,Salomon Koninck
5114,Q134514,http://www.wikidata.org/entity/Q134514,Suez
5115,Q1345289,http://www.wikidata.org/entity/Q1345289,Giovanni Battista Salvi da Sassoferrato
5116,Q1345293,http://www.wikidata.org/entity/Q1345293,François de La Rochefoucauld
5117,Q13453381,http://www.wikidata.org/entity/Q13453381,Convent San Marco
5118,Q1345371,http://www.wikidata.org/entity/Q1345371,Mathieu de Montmorency
5119,Q1345539,http://www.wikidata.org/entity/Q1345539,International Exposition 1867
5120,Q134560,http://www.wikidata.org/entity/Q134560,belt
5121,Q134566,http://www.wikidata.org/entity/Q134566,weighing scale
5122,Q13457206,http://www.wikidata.org/entity/Q13457206,Sébastien Leclerc II
5123,Q134588,http://www.wikidata.org/entity/Q134588,Nicholas V
5124,Q1346044,http://www.wikidata.org/entity/Q1346044,Jan Weenix
5125,Q134609,http://www.wikidata.org/entity/Q134609,Cynara scolymus
5126,Q1346326,http://www.wikidata.org/entity/Q1346326,Vire
5127,Q1346343,http://www.wikidata.org/entity/Q1346343,Louis Marcoussis
5128,Q13464614,http://www.wikidata.org/entity/Q13464614,ceramic art
5129,Q134674,http://www.wikidata.org/entity/Q134674,Bayonne
5130,Q134682,http://www.wikidata.org/entity/Q134682,Anastasius I
5131,Q1347175,http://www.wikidata.org/entity/Q1347175,Nicolas Toussaint Charlet
5132,Q13472331,http://www.wikidata.org/entity/Q13472331,David and Goliath
5133,Q1347324,http://www.wikidata.org/entity/Q1347324,"François de Vendôme, Duc de Beaufort"
5134,Q13473291,http://www.wikidata.org/entity/Q13473291,Mademoiselle Duclos
5135,Q134737,http://www.wikidata.org/entity/Q134737,nobility
5136,Q134741,http://www.wikidata.org/entity/Q134741,Camille Pissarro
5137,Q1347495,http://www.wikidata.org/entity/Q1347495,Fridianus
5138,Q134756,http://www.wikidata.org/entity/Q134756,Daedalus
5139,Q1347599,http://www.wikidata.org/entity/Q1347599,Johannes Siberechts
5140,Q1347676,http://www.wikidata.org/entity/Q1347676,Jacques Sarazin
5141,Q1347864,http://www.wikidata.org/entity/Q1347864,walking stick
5142,Q1347889,http://www.wikidata.org/entity/Q1347889,Order of Saint Michael
5143,Q1347962,http://www.wikidata.org/entity/Q1347962,"Alejandro María Aguado, 1st Marquis of the Guadalquivir Marshes"
5144,Q1348059,http://www.wikidata.org/entity/Q1348059,panel
5145,Q1348290,http://www.wikidata.org/entity/Q1348290,Nicolas Coustou
5146,Q1348307,http://www.wikidata.org/entity/Q1348307,Louis Luçon
5147,Q1348571,http://www.wikidata.org/entity/Q1348571,Joseph Ferdinand Boissard de Boisdenier
5148,Q1348950,http://www.wikidata.org/entity/Q1348950,Willem van Mieris
5149,Q1349162,http://www.wikidata.org/entity/Q1349162,reed pen
5150,Q134929,http://www.wikidata.org/entity/Q134929,Pindar
5151,Q1349493,http://www.wikidata.org/entity/Q1349493,Erdre
5152,Q1349666,http://www.wikidata.org/entity/Q1349666,Leandro Bassano
5153,Q1349676,http://www.wikidata.org/entity/Q1349676,Jan van den Hoecke
5154,Q13498,http://www.wikidata.org/entity/Q13498,Taranto
5155,Q1350125,http://www.wikidata.org/entity/Q1350125,Ernest Hébert
5156,Q135022,http://www.wikidata.org/entity/Q135022,Camelidae
5157,Q1350279,http://www.wikidata.org/entity/Q1350279,pyxis
5158,Q1350848,http://www.wikidata.org/entity/Q1350848,"Vincent, Count Benedetti"
5159,Q13510036,http://www.wikidata.org/entity/Q13510036,circumcision of Jesus
5160,Q135106,http://www.wikidata.org/entity/Q135106,Habakkuk
5161,Q1351083,http://www.wikidata.org/entity/Q1351083,Henri Jacques Guillaume Clarke
5162,Q1351180,http://www.wikidata.org/entity/Q1351180,Guillaume Coustou the Younger
5163,Q1351624,http://www.wikidata.org/entity/Q1351624,Flamboyant
5164,Q1351631,http://www.wikidata.org/entity/Q1351631,Ludovico Mazzolino
5165,Q1351991,http://www.wikidata.org/entity/Q1351991,Maestà
5166,Q1352158,http://www.wikidata.org/entity/Q1352158,Paul Sébillot
5167,Q13522404,http://www.wikidata.org/entity/Q13522404,musette de cour
5168,Q1352349,http://www.wikidata.org/entity/Q1352349,architectural model
5169,Q13534363,http://www.wikidata.org/entity/Q13534363,Philomela and Procne
5170,Q1353771,http://www.wikidata.org/entity/Q1353771,Eugène Verboeckhoven
5171,Q1354027,http://www.wikidata.org/entity/Q1354027,Paul Huet
5172,Q1354040,http://www.wikidata.org/entity/Q1354040,white coat
5173,Q13541716,http://www.wikidata.org/entity/Q13541716,Rubus fruticosus
5174,Q135447,http://www.wikidata.org/entity/Q135447,Columbinae
5175,Q1354667,http://www.wikidata.org/entity/Q1354667,Sant'Andrea al Quirinale
5176,Q1355256,http://www.wikidata.org/entity/Q1355256,Eugène Lami
5177,Q1355652,http://www.wikidata.org/entity/Q1355652,plank
5178,Q1356062,http://www.wikidata.org/entity/Q1356062,Eugène Delaplanche
5179,Q1356595,http://www.wikidata.org/entity/Q1356595,Ernest d'Hervilly
5180,Q135662,http://www.wikidata.org/entity/Q135662,Cupid and Psyche
5181,Q1357,http://www.wikidata.org/entity/Q1357,Araneae
5182,Q1357191,http://www.wikidata.org/entity/Q1357191,Jean Gigoux
5183,Q13572334,http://www.wikidata.org/entity/Q13572334,Diana at the Hunt - Diana and Her Nymphs on the Point of Leaving
5184,Q1357477,http://www.wikidata.org/entity/Q1357477,Jan Victors
5185,Q13575,http://www.wikidata.org/entity/Q13575,François Quesnay
5186,Q13575429,http://www.wikidata.org/entity/Q13575429,A Box at the Theatre des Italiens
5187,Q1357594,http://www.wikidata.org/entity/Q1357594,Avanton
5188,Q1357683,http://www.wikidata.org/entity/Q1357683,François Bonvin
5189,Q1357686,http://www.wikidata.org/entity/Q1357686,Ugolino di Nerio
5190,Q1357759,http://www.wikidata.org/entity/Q1357759,Lambert Sustris
5191,Q13578361,http://www.wikidata.org/entity/Q13578361,epitaph
5192,Q1357876,http://www.wikidata.org/entity/Q1357876,kilij
5193,Q1358105,http://www.wikidata.org/entity/Q1358105,Georges Paul Leroux
5194,Q1358136,http://www.wikidata.org/entity/Q1358136,Thomas Willeboirts Bosschaert
5195,Q1358364,http://www.wikidata.org/entity/Q1358364,Giovanni Antonio Pellegrini
5196,Q1358616,http://www.wikidata.org/entity/Q1358616,mortification of the flesh
5197,Q1358924,http://www.wikidata.org/entity/Q1358924,Guillaume Coustou the Elder
5198,Q13589421,http://www.wikidata.org/entity/Q13589421,resurrection in Christianity
5199,Q1359804,http://www.wikidata.org/entity/Q1359804,tutu
5200,Q1359864,http://www.wikidata.org/entity/Q1359864,Alexandre-François Desportes
5201,Q1360763,http://www.wikidata.org/entity/Q1360763,Scipio
5202,Q1361059,http://www.wikidata.org/entity/Q1361059,"François Alexandre Frédéric, duc de la Rochefoucauld-Liancourt"
5203,Q1361095,http://www.wikidata.org/entity/Q1361095,Michele Giambono
5204,Q1361100,http://www.wikidata.org/entity/Q1361100,skyway
5205,Q1361268,http://www.wikidata.org/entity/Q1361268,Mortefontaine
5206,Q1361380,http://www.wikidata.org/entity/Q1361380,Erotes
5207,Q1361500,http://www.wikidata.org/entity/Q1361500,Léon Frédéric
5208,Q1362177,http://www.wikidata.org/entity/Q1362177,Melencolia I
5209,Q1362198,http://www.wikidata.org/entity/Q1362198,Saint-Léon
5210,Q1362251,http://www.wikidata.org/entity/Q1362251,Roman sculpture
5211,Q1362331,http://www.wikidata.org/entity/Q1362331,Isaac René Guy le Chapelier
5212,Q1362359,http://www.wikidata.org/entity/Q1362359,Joseph Méry
5213,Q1362444,http://www.wikidata.org/entity/Q1362444,Filipp Malyavin
5214,Q1362614,http://www.wikidata.org/entity/Q1362614,boar spear
5215,Q1362629,http://www.wikidata.org/entity/Q1362629,National Museum of Western Art
5216,Q1362663,http://www.wikidata.org/entity/Q1362663,Villa Medici
5217,Q1362753,http://www.wikidata.org/entity/Q1362753,acquisition
5218,Q1362754,http://www.wikidata.org/entity/Q1362754,Johannes Moreelse
5219,Q1362889,http://www.wikidata.org/entity/Q1362889,James Pradier
5220,Q13635050,http://www.wikidata.org/entity/Q13635050,ship of fools
5221,Q13635441,http://www.wikidata.org/entity/Q13635441,Mermerus
5222,Q1363688,http://www.wikidata.org/entity/Q1363688,Ancient Corinth
5223,Q13638325,http://www.wikidata.org/entity/Q13638325,Zouave
5224,Q1364,http://www.wikidata.org/entity/Q1364,fruit
5225,Q1364612,http://www.wikidata.org/entity/Q1364612,Peneus
5226,Q1365155,http://www.wikidata.org/entity/Q1365155,jinete
5227,Q1365218,http://www.wikidata.org/entity/Q1365218,music box
5228,Q1365316,http://www.wikidata.org/entity/Q1365316,shroud
5229,Q1365891,http://www.wikidata.org/entity/Q1365891,pickled cucumber
5230,Q1366342,http://www.wikidata.org/entity/Q1366342,Gilles Aillaud
5231,Q1366347,http://www.wikidata.org/entity/Q1366347,Jacques Courtois
5232,Q1366664,http://www.wikidata.org/entity/Q1366664,Rotenburg Castle
5233,Q1366812,http://www.wikidata.org/entity/Q1366812,Joseph Parrocel
5234,Q1367,http://www.wikidata.org/entity/Q1367,monkey
5235,Q13670,http://www.wikidata.org/entity/Q13670,Syracuse
5236,Q1367208,http://www.wikidata.org/entity/Q1367208,doves as symbols
5237,Q1367776,http://www.wikidata.org/entity/Q1367776,Jacob Vrel
5238,Q1367872,http://www.wikidata.org/entity/Q1367872,Pietro Francavilla
5239,Q1368,http://www.wikidata.org/entity/Q1368,money
5240,Q1368055,http://www.wikidata.org/entity/Q1368055,The Gleaners
5241,Q1368108,http://www.wikidata.org/entity/Q1368108,bay mud
5242,Q1368571,http://www.wikidata.org/entity/Q1368571,Royal Palace of El Pardo
5243,Q1368767,http://www.wikidata.org/entity/Q1368767,Mass of Saint Gregory
5244,Q1368898,http://www.wikidata.org/entity/Q1368898,game of skill
5245,Q1369140,http://www.wikidata.org/entity/Q1369140,threshing
5246,Q1369392,http://www.wikidata.org/entity/Q1369392,Marco Zoppo
5247,Q1369513,http://www.wikidata.org/entity/Q1369513,Paul Gachet
5248,Q1369832,http://www.wikidata.org/entity/Q1369832,purchasing
5249,Q1370219,http://www.wikidata.org/entity/Q1370219,wood-burning stove
5250,Q1370497,http://www.wikidata.org/entity/Q1370497,Ahasuerus
5251,Q1370565,http://www.wikidata.org/entity/Q1370565,sash
5252,Q1370714,http://www.wikidata.org/entity/Q1370714,lumber
5253,Q13712,http://www.wikidata.org/entity/Q13712,Tiber
5254,Q1371499,http://www.wikidata.org/entity/Q1371499,flag
5255,Q1372026,http://www.wikidata.org/entity/Q1372026,sancai
5256,Q1372557,http://www.wikidata.org/entity/Q1372557,Lekain
5257,Q13726955,http://www.wikidata.org/entity/Q13726955,History Painting with self-portrait
5258,Q1372700,http://www.wikidata.org/entity/Q1372700,1862 International Exhibition
5259,Q1373445,http://www.wikidata.org/entity/Q1373445,Eugène Boch
5260,Q1373474,http://www.wikidata.org/entity/Q1373474,Matteo di Giovanni
5261,Q1373477,http://www.wikidata.org/entity/Q1373477,Eugène Ernest Hillemacher
